no,id_site,id_request,http_request,method,easylist,privacylist,postData,initiator_url,initiator_type,initiator_function,is_st_party,encoding_form,leakage_method,pii_type,st_domain,thrd_domain,referer,authorization,cookies,referer_extra,cookies_extra
2011,378,100053.139,https://pippio.com/api/sync?pid=1607&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-5HBJC2K&l=dataLayer,script,anonymous,False,SHA1,URI,EMAIL,wired.com,pippio.com,https://www.wired.com/?redirectURL=%2F,,,https://www.wired.com/?redirectURL=%2F,did=H328BUFSr8GG7WJa; didts=1684547431; nnls=; pxrc=COfOoKMGEgQIAhAAEgYI7OsBEAA=
2012,378,100053.189,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/?redirectURL=%2F,parser,,False,SHA1,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/?redirectURL=%2F,,,https://www.wired.com/?redirectURL=%2F,rlas3=T/gDAsuEx/8jN+1P0Q+zEO1Hl+qBnjhvD+FsBOd4ORA=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi46wEQWBIGCPHrARAD
2013,378,100053.189,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/?redirectURL=%2F,parser,,False,SHA1,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/?redirectURL=%2F,,,https://www.wired.com/?redirectURL=%2F,khaos=LHVC1OG5-17-EGWM; audit=1|jPzIA4r/jVv8oJYJZEy/+80Qjdd4a1zft5cnJ/+gkyX1s4do343vfOGJmELaHAGYfS2dkCRm8XkiZ07GJqnMnvHQS5HvNV2/OEdGU85SBOrEd+bC8G3N6NLeItSKttXd
2014,378,100053.394,https://pippio.com/api/sync?pid=1607&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-5HBJC2K&l=dataLayer,script,anonymous,False,SHA1,URI,EMAIL,wired.com,pippio.com,https://www.wired.com/,,,https://www.wired.com/,did=H328BUFSr8GG7WJa; didts=1684547431; nnls=; pxrc=COfOoKMGEgQIAhAAEgYI7OsBEAASBgiVrCsQVw==
2015,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA1,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,rlas3=tt7pHNa6WphnphkeaY5/a+1Hl+qBnjhvKqm23qEjyEBRzt/VicnArJnrcuD3ceEaTH300biGRe6K/SrYRVxyI1DX6ziKK+QNjdg4pCry90KKRCYOJGdiWbhOBxQKhWr6tFAiJyStEBjKCTdGdReRvYqdOzAalPTlpc/dNkJP5a8UoQRm/Za4t3H/3N79TpxLTQvEfCr8SlE=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi66gEQdRIGCLjrARBYEgYI8esBEAMSBginpisQWRIGCNquKxBd
2016,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA1,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,rlas3=bJy6kwvNaetnphkeaY5/a+1Hl+qBnjhvKqm23qEjyEBRzt/VicnArJnrcuD3ceEaTH300biGRe6K/SrYRVxyI1DX6ziKK+QNjdg4pCry90KKRCYOJGdiWbhOBxQKhWr6tFAiJyStEBjKCTdGdReRvYqdOzAalPTlpc/dNkJP5a8UoQRm/Za4t3H/3N79TpxLTQvEfCr8SlE=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi66gEQdRIGCMLqARB2EgYIuOsBEFgSBgjx6wEQAxIGCKemKxBZEgYI2q4rEF0=
2017,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA1,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,TDID=64c7f047-1a6f-45d5-a39c-e625ea7a114a; TDCPM=CAESFAoFdGFwYWQSCwjC6aCP1LfsOxAFEhIKA2FhbRILCIbnq_vUt-w7EAUSFgoHc3Z4OXQ1MBILCIqknfHat-w7EAUYASABKAIyCwiKnKCe8bfsOxAFOAFaB3N2eDl0NTBgAg..
2018,804,125885.105,https://api.rlcdn.com/api/identity/v2/envelope?pid=13695&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=99a25b3072372f68b7f3f62ec620ac77,GET,False,True,,https://ats-wrapper.privacymanager.io/ats-modules/3fe2ce24-2cac-487a-900a-0c8337a257fe/ats.js,script,ie,False,SHA1,URI,EMAIL,9gag.com,rlcdn.com,https://9gag.com/,,,https://9gag.com/,
2019,821,178541.145,https://pippio.com/api/sync?pid=1739&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-NX5LSK3&l=dataLayer,script,anonymous,False,SHA1,URI,EMAIL,newyorker.com,pippio.com,https://www.newyorker.com/,,,https://www.newyorker.com/,did=_JSIptHn6YbcjqLy; didts=1684571476; nnls=; pxrc=CNWKoqMGEgQIAhAAEgYI7OsBEAA=
2020,821,178541.225,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16149&cparams=placement%3D1739&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.newyorker.com/,parser,,False,SHA1,URI,EMAIL,newyorker.com,rlcdn.com,https://www.newyorker.com/,,,https://www.newyorker.com/,rlas3=wuOmsvHWOZj0RwQZ3GrUF7uwFeTpEARqca9uHs8+Rfc=; pxrc=CNOKoqMGEgUI6AcQABIFCOhHEAASBgi46wEQRRIGCPHrARAF
