no,id_site,id_request,http_request,method,easylist,privacylist,postData,initiator_url,initiator_type,initiator_function,is_st_party,encoding_form,leakage_method,pii_type,st_domain,thrd_domain,referer,authorization,cookies,referer_extra,cookies_extra
2080,378,100053.189,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/?redirectURL=%2F,parser,,False,SHA256,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/?redirectURL=%2F,,,https://www.wired.com/?redirectURL=%2F,rlas3=T/gDAsuEx/8jN+1P0Q+zEO1Hl+qBnjhvD+FsBOd4ORA=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi46wEQWBIGCPHrARAD
2081,378,100053.189,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/?redirectURL=%2F,parser,,False,SHA256,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/?redirectURL=%2F,,,https://www.wired.com/?redirectURL=%2F,khaos=LHVC1OG5-17-EGWM; audit=1|jPzIA4r/jVv8oJYJZEy/+80Qjdd4a1zft5cnJ/+gkyX1s4do343vfOGJmELaHAGYfS2dkCRm8XkiZ07GJqnMnvHQS5HvNV2/OEdGU85SBOrEd+bC8G3N6NLeItSKttXd
2082,378,100053.394,https://pippio.com/api/sync?pid=1607&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-5HBJC2K&l=dataLayer,script,anonymous,False,SHA256,URI,EMAIL,wired.com,pippio.com,https://www.wired.com/,,,https://www.wired.com/,did=H328BUFSr8GG7WJa; didts=1684547431; nnls=; pxrc=COfOoKMGEgQIAhAAEgYI7OsBEAASBgiVrCsQVw==
2083,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA256,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,rlas3=tt7pHNa6WphnphkeaY5/a+1Hl+qBnjhvKqm23qEjyEBRzt/VicnArJnrcuD3ceEaTH300biGRe6K/SrYRVxyI1DX6ziKK+QNjdg4pCry90KKRCYOJGdiWbhOBxQKhWr6tFAiJyStEBjKCTdGdReRvYqdOzAalPTlpc/dNkJP5a8UoQRm/Za4t3H/3N79TpxLTQvEfCr8SlE=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi66gEQdRIGCLjrARBYEgYI8esBEAMSBginpisQWRIGCNquKxBd
2084,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA256,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,rlas3=bJy6kwvNaetnphkeaY5/a+1Hl+qBnjhvKqm23qEjyEBRzt/VicnArJnrcuD3ceEaTH300biGRe6K/SrYRVxyI1DX6ziKK+QNjdg4pCry90KKRCYOJGdiWbhOBxQKhWr6tFAiJyStEBjKCTdGdReRvYqdOzAalPTlpc/dNkJP5a8UoQRm/Za4t3H/3N79TpxLTQvEfCr8SlE=; pxrc=CObOoKMGEgUI6AcQABIFCOhHEAASBgi66gEQdRIGCMLqARB2EgYIuOsBEFgSBgjx6wEQAxIGCKemKxBZEgYI2q4rEF0=
2085,378,100053.428,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16150&cparams=placement%3D1607&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.wired.com/,parser,,False,SHA256,URI,EMAIL,wired.com,rlcdn.com,https://www.wired.com/,,,https://www.wired.com/,TDID=64c7f047-1a6f-45d5-a39c-e625ea7a114a; TDCPM=CAESFAoFdGFwYWQSCwjC6aCP1LfsOxAFEhIKA2FhbRILCIbnq_vUt-w7EAUSFgoHc3Z4OXQ1MBILCIqknfHat-w7EAUYASABKAIyCwiKnKCe8bfsOxAFOAFaB3N2eDl0NTBgAg..
2086,804,125885.105,https://api.rlcdn.com/api/identity/v2/envelope?pid=13695&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=99a25b3072372f68b7f3f62ec620ac77,GET,False,True,,https://ats-wrapper.privacymanager.io/ats-modules/3fe2ce24-2cac-487a-900a-0c8337a257fe/ats.js,script,ie,False,SHA256,URI,EMAIL,9gag.com,rlcdn.com,https://9gag.com/,,,https://9gag.com/,
2087,821,178541.145,https://pippio.com/api/sync?pid=1739&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-NX5LSK3&l=dataLayer,script,anonymous,False,SHA256,URI,EMAIL,newyorker.com,pippio.com,https://www.newyorker.com/,,,https://www.newyorker.com/,did=_JSIptHn6YbcjqLy; didts=1684571476; nnls=; pxrc=CNWKoqMGEgQIAhAAEgYI7OsBEAA=
2088,821,178541.225,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16149&cparams=placement%3D1739&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.newyorker.com/,parser,,False,SHA256,URI,EMAIL,newyorker.com,rlcdn.com,https://www.newyorker.com/,,,https://www.newyorker.com/,rlas3=wuOmsvHWOZj0RwQZ3GrUF7uwFeTpEARqca9uHs8+Rfc=; pxrc=CNOKoqMGEgUI6AcQABIFCOhHEAASBgi46wEQRRIGCPHrARAF
2089,821,178541.225,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16149&cparams=placement%3D1739&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.newyorker.com/,parser,,False,SHA256,URI,EMAIL,newyorker.com,rlcdn.com,https://www.newyorker.com/,,,https://www.newyorker.com/,khaos=LHVQD2QW-5-GMIY; audit=1|H7zFlLEtChjL5hypVrD6a1gQwHh8SgYvbUpPapoeC73mmlWp9iPcY6OIVIYwqy3dFVCKGZCYmz9CbuL7wqM7W24/AOYgyMTzmjbisE4m2Mfme0rGRDIQp886qJa1yzXfM7qJfqDkvK0ECNiOgxeErD6wcetsyg+KfY0V14FIbwNNc4QTpadywtzpQ7vzkXQ/
2090,821,178541.516,https://pippio.com/api/sync?pid=1739&it=4&iv=99a25b3072372f68b7f3f62ec620ac77&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.googletagmanager.com/gtm.js?id=GTM-NX5LSK3&l=dataLayer,script,anonymous,False,SHA256,URI,EMAIL,newyorker.com,pippio.com,https://www.newyorker.com/,,,https://www.newyorker.com/,did=_JSIptHn6YbcjqLy; didts=1684571476; nnls=; pxrc=CNWKoqMGEgQIAhAAEgYI7OsBEAASBgiVrCsQQw==
2091,821,178541.596,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16149&cparams=placement%3D1739&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.newyorker.com/,parser,,False,SHA256,URI,EMAIL,newyorker.com,rlcdn.com,https://www.newyorker.com/,,,https://www.newyorker.com/,rlas3=k6HP49BzHk70RwQZ3GrUF7uwFeTpEARqca9uHs8+Rfc=; pxrc=CNOKoqMGEgUI6AcQABIFCOhHEAASBgi66gEQXxIGCLjrARBFEgYI8esBEAU=
2092,821,178541.596,https://ei.rlcdn.com/448046.gif?n=1&partner_site_id=16149&cparams=placement%3D1739&m=99a25b3072372f68b7f3f62ec620ac77&s=09b39b142c816541732e8f749542a72d54e02101&s256=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451,GET,False,True,,https://www.newyorker.com/,parser,,False,SHA256,URI,EMAIL,newyorker.com,rlcdn.com,https://www.newyorker.com/,,,https://www.newyorker.com/,khaos=LHVQD2QW-5-GMIY; audit=1|H7zFlLEtChjL5hypVrD6a1gQwHh8SgYvbUpPapoeC73mmlWp9iPcY6OIVIYwqy3d4ApAj3HuB5tCbuL7wqM7W24/AOYgyMTzmjbisE4m2Mfme0rGRDIQp886qJa1yzXfM7qJfqDkvK0ECNiOgxeErD6wcetsyg+KfY0V14FIbwNNc4QTpadywtzpQ7vzkXQ/
2093,936,203730.449,https://api.rlcdn.com/api/identity/envelope?pid=13588&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=99a25b3072372f68b7f3f62ec620ac77,GET,False,True,,https://ats-wrapper.privacymanager.io/ats-modules/4fb7b1a8-b529-4310-9387-3398aed19fa4/ats.js,script,oe,False,SHA256,URI,EMAIL,mirror.co.uk,rlcdn.com,https://www.mirror.co.uk/,,,https://www.mirror.co.uk/,
2094,936,203730.721,https://api.rlcdn.com/api/identity/envelope?pid=13588&it=4&iv=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451&it=4&iv=09b39b142c816541732e8f749542a72d54e02101&it=4&iv=99a25b3072372f68b7f3f62ec620ac77,GET,False,True,,https://ats-wrapper.privacymanager.io/ats-modules/4fb7b1a8-b529-4310-9387-3398aed19fa4/ats.js,script,oe,False,SHA256,URI,EMAIL,mirror.co.uk,rlcdn.com,https://www.mirror.co.uk/,,,https://www.mirror.co.uk/,
2097,1155,237767.689,https://google-analytics.bi.owox.com/UA-6197637-22?v=1&_v=j100&aip=1&a=799280292&t=pageview&_s=1&dl=https%3A%2F%2Fwww.semrush.com%2Fprojects%2F&ul=en-us&de=UTF-8&dt=SEMrush%20SEO%20Toolkit%3A%20Check%20Website%20SEO%20with%20Analysis%20Tools%20%7C%20Semrush&sd=24-bit&sr=1920x1080&vp=1833x980&je=0&_u=YGAAiQABDAAAAAgEqk~&cid=1320163310.1684587220&uid=15580421&tid=UA-6197637-22&_gid=1934327111.1684587220&gtm=45He35h0n715K82J2&email=895422b4f0a2f32f8d325e904d639ab98b244790d88dedcc5d7d1f88ee7cc451&cd2=Free-User&cd3=not%20set&cd5=%7B%22_fbp%22%3A%20%22fb.1.1684587125106.31798078%22%7D&cd11=a%3A%20m%3A&cd12=15580421&cd16=all%20tools&cd23=GTM-5K82J2&gcs=G100&cd22=1320163310.1684587220&cd24=1320163310.1684587220&z=241538411,GET,False,True,,https://www.semrush.com/projects/,parser,,False,SHA256,URI,EMAIL,semrush.com,owox.com,https://www.semrush.com/,,,https://www.semrush.com/,ouid=7796708_1194957986
